Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw,Altitude
1741962965.43,-0.002,-0.098,-0.210,1.455,-0.569,0.722,-57.21,37.45,144.08,-0.50
1741962965.45,0.061,-0.047,0.203,1.424,0.444,0.677,-55.37,36.89,143.37,-0.50
1741962965.47,0.081,0.001,0.126,1.312,0.167,0.630,-53.70,36.87,142.77,-0.50
1741962965.49,0.067,0.084,0.011,1.482,-0.812,0.673,-51.97,36.04,142.15,-0.50
1741962965.51,-0.012,0.093,-0.093,1.370,-0.903,0.720,-50.17,34.55,141.62,-0.50
1741962965.53,-0.011,0.008,0.011,1.220,-0.108,0.718,-48.48,33.82,141.38,-0.50
1741962965.55,0.011,-0.067,0.114,1.205,-0.196,0.631,-46.92,33.60,141.16,-0.50
1741962965.57,0.022,-0.063,0.057,1.413,-0.534,0.692,-45.26,32.94,140.85,-0.50
1741962965.59,0.005,-0.002,-0.023,1.445,-0.268,0.733,-43.41,32.28,140.55,-0.50
1741962965.61,-0.049,0.064,-0.010,1.253,-0.279,0.682,-41.68,31.85,140.34,-0.50
1741962965.63,-0.030,0.015,-0.001,1.332,-0.392,0.685,-40.05,31.42,140.21,-0.50
1741962965.65,-0.068,-0.064,-0.021,1.659,-0.682,0.596,-38.19,30.59,139.85,-0.50
1741962965.67,-0.067,-0.113,0.065,1.742,-0.530,0.443,-36.20,29.48,139.25,-0.50
1741962965.69,-0.080,-0.102,0.087,1.796,-0.345,0.317,-34.22,28.60,138.45,-0.50
1741962965.71,0.007,-0.044,0.034,1.550,-0.179,0.465,-32.32,27.90,137.78,-0.50
1741962965.73,0.064,0.041,0.108,1.281,0.018,0.668,-30.60,27.77,137.57,-0.50
1741962965.75,0.071,0.039,0.070,1.489,-0.370,0.674,-28.87,27.57,137.51,-0.50
1741962965.77,0.020,-0.018,0.034,1.780,-0.711,0.588,-26.86,26.82,137.23,-0.50
1741962965.79,-0.004,-0.014,0.037,1.696,-0.610,0.466,-24.79,25.85,136.83,-0.50
1741962965.81,-0.103,0.057,-0.005,1.592,-0.438,0.306,-22.92,25.06,136.37,-0.50
1741962965.83,-0.133,0.141,0.119,1.575,0.001,0.352,-21.13,24.64,135.86,-0.50
1741962965.85,-0.078,0.124,0.022,1.576,-0.159,0.654,-19.27,24.50,135.59,-0.50
1741962965.87,0.025,0.010,0.035,1.732,-0.347,0.750,-17.21,24.20,135.55,-0.50
1741962965.89,-0.025,-0.135,0.030,1.785,-0.500,0.483,-15.07,23.64,135.34,-0.50
1741962965.91,-0.103,-0.164,0.113,1.780,-0.321,0.310,-13.04,23.06,134.88,-0.50
1741962965.93,-0.081,-0.147,0.066,1.734,-0.256,0.507,-11.00,22.66,134.46,-0.50
1741962965.95,0.103,-0.133,0.072,1.849,-0.218,0.620,-8.89,22.37,134.24,-0.50
1741962965.97,0.250,-0.080,0.070,1.720,-0.557,0.671,-6.67,21.95,134.12,-0.50
1741962965.99,0.021,0.061,-0.211,1.745,-0.177,0.733,-4.60,21.38,134.16,-0.50
1741962966.01,-0.352,0.107,0.013,1.644,0.341,0.713,-2.45,21.60,134.19,-0.50
1741962966.03,-0.079,0.019,0.102,1.687,0.086,0.686,-0.41,21.87,134.27,-0.50
1741962966.05,0.230,-0.022,0.074,1.760,-0.465,0.637,1.71,21.69,134.22,-0.50
1741962966.07,0.139,-0.064,-0.065,1.708,-0.700,0.612,3.82,20.95,134.17,-0.50
1741962966.09,-0.229,-0.079,-0.182,1.617,0.013,0.508,5.83,20.54,134.08,-0.50
1741962966.11,-0.260,-0.103,-0.147,1.498,0.279,0.530,7.68,20.78,134.03,-0.50
1741962966.13,0.215,0.031,-0.064,1.442,-0.035,0.412,9.43,20.95,133.92,-0.50
1741962966.15,0.278,0.094,-0.076,1.432,-0.216,0.526,11.16,20.78,133.81,-0.50
1741962966.17,-0.047,0.138,-0.205,1.341,-0.018,0.517,12.87,20.61,133.83,-0.50
1741962966.19,-0.196,0.003,-0.270,1.281,0.223,0.407,14.46,20.79,133.79,-0.50
1741962966.21,-0.039,-0.160,-0.153,1.134,0.035,0.093,15.85,21.01,133.58,-0.50
1741962966.23,0.199,-0.053,-0.177,1.001,-0.302,-0.095,16.99,20.98,133.10,-0.50
1741962966.25,0.049,-0.034,-0.170,0.835,-0.239,-0.242,17.91,20.81,132.52,-0.50
1741962966.27,-0.070,-0.206,-0.275,0.598,0.043,-0.287,18.59,20.87,131.91,-0.50
1741962966.29,0.183,-0.349,-0.350,0.242,0.237,-0.373,18.87,21.26,131.35,-0.50
1741962966.31,0.353,-0.212,-0.301,-0.099,-0.161,-0.318,18.83,21.49,130.92,-0.50
1741962966.33,0.179,-0.202,-0.292,-0.455,-0.055,-0.198,18.43,21.35,130.76,-0.50
1741962966.35,0.039,-0.147,-0.213,-0.799,0.411,-0.198,17.68,21.54,130.81,-0.50
1741962966.37,0.169,-0.121,-0.295,-1.002,0.587,-0.241,16.61,22.09,130.97,-0.50
1741962966.39,0.198,-0.107,-0.147,-1.263,0.661,-0.088,15.36,22.73,131.29,-0.50
1741962966.41,0.168,-0.072,-0.275,-1.539,0.604,-0.044,13.85,23.29,131.89,-0.50
1741962966.43,0.056,-0.043,-0.255,-1.628,0.433,-0.207,12.13,23.77,132.51,-0.50
1741962966.45,0.090,0.019,-0.223,-1.735,0.231,-0.297,10.25,24.03,133.02,-0.50
1741962966.47,0.082,0.025,-0.160,-1.823,0.174,-0.258,8.27,24.17,133.57,-0.50
1741962966.49,-0.008,0.004,-0.040,-1.858,0.115,-0.313,6.21,24.26,134.15,-0.50
1741962966.51,-0.075,0.018,-0.076,-1.792,0.199,-0.476,4.13,24.38,134.60,-0.50
1741962966.53,-0.015,0.009,-0.099,-1.899,0.184,-0.429,2.01,24.60,134.97,-0.50
1741962966.55,0.116,-0.034,0.022,-1.937,0.147,-0.255,-0.16,24.81,135.55,-0.50
1741962966.57,0.062,-0.144,0.055,-1.879,-0.059,-0.245,-2.26,24.84,136.22,-0.50
1741962966.59,-0.052,-0.176,0.021,-1.883,0.173,-0.470,-4.38,24.88,136.77,-0.50
1741962966.61,-0.142,-0.120,0.012,-1.859,0.549,-0.612,-6.57,25.37,137.09,-0.50
1741962966.63,-0.047,-0.033,0.037,-1.831,0.362,-0.516,-8.77,25.96,137.42,-0.50
1741962966.65,0.010,-0.028,-0.006,-1.744,0.312,-0.533,-10.84,26.39,137.80,-0.50
1741962966.67,-0.050,-0.114,-0.019,-1.780,0.368,-0.677,-12.96,26.83,138.10,-0.50
1741962966.69,-0.064,-0.123,0.032,-1.721,0.316,-0.734,-15.10,27.29,138.28,-0.50
1741962966.71,-0.004,-0.064,0.120,-1.737,0.411,-0.698,-17.24,27.74,138.47,-0.50
1741962966.73,0.049,-0.027,-0.032,-1.651,0.331,-0.646,-19.31,28.26,138.72,-0.50
1741962966.75,0.058,-0.037,0.033,-1.689,0.299,-0.649,-21.33,28.71,138.99,-0.50
1741962966.77,0.063,-0.084,-0.042,-1.778,0.217,-0.662,-23.42,29.12,139.31,-0.50
1741962966.79,0.122,-0.107,0.135,-1.816,0.367,-0.607,-25.58,29.62,139.73,-0.50
1741962966.81,0.102,-0.126,0.031,-1.683,0.184,-0.555,-27.64,30.18,140.21,-0.50
1741962966.83,0.029,-0.117,-0.004,-1.705,0.031,-0.604,-29.63,30.51,140.67,-0.50
1741962966.85,0.013,-0.121,-0.028,-1.727,0.134,-0.653,-31.69,30.78,141.11,-0.50
1741962966.87,-0.027,-0.117,0.081,-1.799,0.553,-0.720,-33.81,31.43,141.55,-0.50
1741962966.88,-0.029,-0.077,0.062,-1.784,0.606,-0.752,-36.01,32.40,142.00,-0.50
1741962966.91,-0.030,-0.048,-0.030,-1.714,0.344,-0.713,-38.13,33.21,142.47,-0.50
1741962966.93,-0.016,-0.026,0.035,-1.833,0.474,-0.694,-40.25,34.00,143.06,-0.50
1741962966.95,0.036,-0.018,0.066,-1.828,0.667,-0.647,-42.43,35.19,143.80,-0.50
1741962966.96,0.043,0.018,-0.006,-1.720,0.478,-0.592,-44.48,36.44,144.65,-0.50
1741962966.98,0.011,0.026,-0.019,-1.682,0.315,-0.615,-46.43,37.52,145.53,-0.50
1741962967.00,0.013,-0.029,0.034,-1.718,0.208,-0.713,-48.42,38.46,146.43,-0.50
1741962967.02,0.023,-0.071,-0.011,-1.673,-0.117,-0.711,-50.45,39.21,147.30,-0.50
1741962967.04,0.005,-0.050,0.023,-1.762,-0.298,-0.657,-52.45,39.74,148.33,-0.50
1741962967.06,-0.034,-0.041,0.096,-1.757,-0.208,-0.581,-54.46,40.48,149.61,-0.50
1741962967.08,-0.055,-0.021,-0.053,-1.586,-0.277,-0.518,-56.31,41.33,150.98,-0.50
1741962967.10,-0.046,-0.042,0.030,-1.592,-0.231,-0.519,-58.05,42.21,152.39,-0.50
1741962967.12,-0.007,-0.085,0.054,-1.690,-0.063,-0.513,-59.82,43.41,154.00,-0.50
1741962967.14,0.019,-0.104,0.079,-1.839,0.152,-0.502,-61.67,45.27,156.05,-0.50
1741962967.16,-0.011,-0.070,0.026,-1.838,0.076,-0.527,-63.55,47.60,158.51,-0.50
1741962967.18,-0.042,-0.017,0.052,-1.667,-0.135,-0.635,-65.37,49.83,161.01,-0.50
1741962967.20,-0.037,0.017,-0.033,-1.559,-0.412,-0.763,-67.15,51.58,163.26,-0.50
1741962967.22,-0.007,-0.028,-0.032,-1.546,-0.524,-0.705,-68.91,53.20,165.61,-0.50
1741962967.24,-0.006,-0.052,0.034,-1.591,-0.475,-0.503,-70.52,55.46,168.64,-0.50
1741962967.27,-0.040,-0.026,0.022,-1.610,-0.307,-0.424,-71.94,58.70,172.55,-0.59
1741962967.28,-0.004,-0.038,-0.050,-1.631,-0.093,-0.471,-73.29,62.85,177.12,-0.59
1741962967.30,0.021,-0.100,0.043,-1.589,-0.146,-0.457,-74.55,67.79,-177.62,-0.59
1741962967.32,0.008,-0.157,0.073,-1.536,-0.085,-0.392,-75.61,73.34,-171.70,-0.59
1741962967.34,0.015,-0.161,-0.015,-1.402,0.188,-0.311,-76.40,79.61,-165.30,-0.59
1741962967.36,-0.000,-0.091,-0.104,-1.087,0.430,-0.175,-76.86,85.80,-159.30,-0.59
1741962967.38,-0.031,-0.004,-0.063,-0.684,0.512,-0.083,-77.03,90.64,-154.90,-0.59
1741962967.40,-0.083,0.014,-0.012,-0.630,0.561,-0.043,-77.06,94.36,-151.71,-0.59
1741962967.42,-0.125,0.028,-0.024,-0.864,0.652,-0.096,-77.04,98.76,-147.90,-0.59
1741962967.44,-0.094,0.041,0.009,-0.879,0.739,-0.170,-76.99,104.05,-143.29,-0.59
1741962967.46,-0.022,0.021,0.051,-0.634,0.839,-0.165,-76.93,108.82,-139.31,-0.59
1741962967.48,0.030,-0.045,0.073,-0.362,0.823,-0.069,-76.87,112.27,-136.76,-0.59
1741962967.50,0.037,-0.108,0.085,-0.231,0.565,0.042,-76.75,114.36,-135.46,-0.59
1741962967.52,0.051,-0.100,0.072,-0.408,0.247,0.106,-76.53,115.93,-134.31,-0.59
1741962967.54,0.046,0.022,0.054,-0.853,0.084,0.199,-76.06,118.39,-131.96,-0.59
1741962967.56,-0.012,0.088,-0.002,-1.051,-0.034,0.280,-75.25,121.68,-128.59,-0.59
1741962967.58,-0.086,0.056,-0.076,-0.788,-0.091,0.254,-74.40,124.32,-125.77,-0.59
1741962967.60,-0.159,0.051,-0.139,-0.297,-0.063,0.196,-73.82,125.53,-124.42,-0.59
1741962967.62,-0.149,0.111,-0.067,0.200,0.008,0.152,-73.64,125.23,-124.70,-0.59
1741962967.64,-0.124,0.161,0.000,0.438,-0.004,0.110,-73.73,123.82,-126.16,-0.59
1741962967.66,-0.133,0.117,0.011,0.337,0.090,0.019,-73.92,122.35,-127.69,-0.59
1741962967.68,-0.087,-0.003,-0.012,0.108,0.258,-0.104,-74.11,121.94,-128.30,-0.59
1741962967.70,0.009,-0.063,-0.010,0.081,0.113,-0.073,-74.25,122.12,-128.34,-0.59
1741962967.72,0.045,-0.064,0.030,0.134,-0.133,-0.032,-74.36,121.84,-128.59,-0.59
1741962967.74,0.066,-0.040,0.056,0.081,-0.249,-0.014,-74.46,121.22,-128.96,-0.59
1741962967.76,0.052,-0.064,0.062,-0.116,-0.131,-0.009,-74.46,121.05,-128.87,-0.59
1741962967.78,0.015,-0.035,0.035,-0.278,-0.040,0.027,-74.33,121.70,-128.10,-0.59
1741962967.80,-0.034,0.007,-0.013,-0.225,-0.110,0.030,-74.14,122.47,-127.19,-0.59
1741962967.82,-0.062,0.027,-0.033,-0.078,-0.223,0.021,-74.01,122.73,-126.70,-0.59
1741962967.84,-0.059,0.045,-0.002,-0.015,-0.194,0.011,-73.96,122.56,-126.58,-0.59
1741962967.86,-0.046,0.055,0.003,-0.030,-0.014,0.004,-73.94,122.50,-126.49,-0.59
1741962967.88,-0.037,0.043,-0.041,0.019,0.070,-0.008,-73.93,122.61,-126.41,-0.59
1741962967.90,-0.016,0.013,-0.062,0.137,0.028,0.005,-73.99,122.42,-126.64,-0.59
1741962967.92,0.007,0.004,-0.021,0.221,-0.007,0.005,-74.11,121.80,-127.26,-0.59
1741962967.94,0.016,-0.011,0.030,0.204,-0.029,0.006,-74.26,121.06,-128.00,-0.59
1741962967.96,0.016,-0.018,0.057,0.100,0.003,0.018,-74.35,120.48,-128.56,-0.59
1741962967.98,0.011,-0.019,0.040,-0.008,0.052,0.024,-74.37,120.30,-128.75,-0.59
1741962968.00,0.011,-0.012,-0.010,-0.038,0.036,0.026,-74.33,120.38,-128.70,-0.59
1741962968.02,0.012,0.006,-0.047,-0.019,0.032,0.019,-74.28,120.49,-128.62,-0.59
1741962968.04,0.016,0.006,-0.045,0.034,0.012,0.017,-74.26,120.49,-128.63,-0.59
1741962968.06,0.017,-0.007,-0.016,0.080,-0.004,0.054,-74.26,120.24,-128.86,-0.59
1741962968.08,0.019,0.023,-0.019,0.088,-0.020,0.070,-74.24,119.81,-129.28,-0.59
1741962968.10,0.012,0.024,0.011,0.175,-0.188,0.036,-74.25,119.12,-129.85,-0.59
1741962968.12,0.014,-0.002,0.051,0.220,-0.192,0.063,-74.33,117.99,-130.75,-0.59
1741962968.14,-0.011,0.021,0.052,0.144,-0.024,0.115,-74.33,117.05,-131.59,-0.59
1741962968.16,-0.082,0.048,0.037,0.243,-0.059,0.084,-74.31,116.18,-132.41,-0.59
1741962968.18,-0.126,0.033,0.062,0.466,-0.155,0.081,-74.40,114.63,-133.87,-0.59
1741962968.20,-0.131,0.013,0.125,0.683,-0.033,0.131,-74.55,112.15,-136.29,-0.59
1741962968.22,-0.158,-0.007,0.143,0.789,0.183,0.187,-74.68,109.11,-139.51,-0.59
1741962968.24,-0.181,0.013,0.136,0.796,0.268,0.201,-74.74,105.95,-143.05,-0.59
1741962968.26,-0.195,0.019,0.104,0.773,0.142,0.122,-74.78,102.84,-146.53,-0.59
1741962968.28,-0.181,0.014,0.052,0.705,-0.179,0.028,-74.86,99.70,-149.77,-0.59
1741962968.30,-0.141,-0.017,0.075,0.709,-0.403,-0.041,-74.99,96.43,-152.78,-0.59
1741962968.32,-0.116,-0.052,0.131,0.788,-0.451,-0.094,-75.13,92.76,-156.06,-0.59
1741962968.34,-0.087,-0.048,0.150,0.801,-0.488,-0.137,-75.28,88.77,-159.64,-0.59
1741962968.36,-0.062,-0.028,0.164,0.710,-0.499,-0.163,-75.40,84.83,-163.14,-0.59
1741962968.38,-0.001,0.016,0.079,0.423,-0.641,-0.184,-75.52,81.61,-165.84,-0.59
1741962968.40,0.115,0.009,-0.192,0.636,-1.060,-0.073,-75.59,78.53,-167.99,-0.59
1741962968.42,0.140,-0.030,-0.232,1.445,-1.024,0.080,-75.29,72.89,-172.54,-0.59
1741962968.44,0.038,0.020,-0.076,1.996,-0.457,0.216,-74.41,65.29,-179.50,-0.59
1741962968.46,-0.096,0.069,-0.136,1.693,0.141,0.371,-73.09,59.00,174.16,-0.59
1741962968.48,-0.192,-0.018,0.078,1.412,1.209,0.185,-71.87,55.80,170.05,-0.59
1741962968.50,-0.136,-0.117,0.067,1.609,1.804,0.013,-70.80,53.63,165.79,-0.59
1741962968.52,0.034,-0.107,-0.123,1.670,0.942,0.084,-69.62,51.21,161.45,-0.59
1741962968.54,0.160,-0.045,-0.281,1.547,-0.367,0.207,-68.29,48.10,157.79,-0.59
1741962968.56,0.204,-0.035,-0.013,1.286,-0.198,0.274,-66.97,45.20,155.17,-0.59
1741962968.58,0.181,-0.108,0.129,1.100,0.842,0.363,-65.76,44.00,153.44,-0.59
1741962968.60,0.219,-0.168,0.120,1.042,0.746,0.558,-64.53,44.06,152.34,-0.59
1741962968.62,0.221,-0.093,-0.035,1.267,-0.105,0.789,-63.04,43.65,151.50,-0.59
1741962968.64,0.061,0.043,0.053,1.046,-0.260,0.742,-61.43,42.91,150.93,-0.59
1741962968.66,-0.104,0.017,-0.049,1.052,-0.201,0.498,-60.11,42.17,150.36,-0.59
1741962968.68,-0.119,-0.048,-0.110,1.423,-0.336,0.521,-58.69,41.03,149.35,-0.59
1741962968.70,-0.101,-0.006,-0.038,1.668,-0.186,0.493,-56.92,39.55,148.01,-0.59
1741962968.72,-0.123,-0.010,0.027,1.580,-0.021,0.354,-55.18,38.31,146.58,-0.59
1741962968.74,-0.090,-0.094,-0.029,1.532,0.310,0.409,-53.52,37.36,145.26,-0.59
1741962968.76,0.063,-0.121,0.146,1.429,0.515,0.544,-51.84,37.15,144.27,-0.59
1741962968.78,0.170,-0.067,0.072,1.403,-0.057,0.629,-50.16,36.91,143.58,-0.59
1741962968.80,0.185,-0.019,0.076,1.506,-0.487,0.711,-48.36,36.13,142.97,-0.59
1741962968.82,0.052,-0.003,-0.117,1.470,-0.588,0.693,-46.50,35.07,142.46,-0.59
1741962968.84,0.009,-0.016,-0.091,1.412,-0.412,0.512,-44.75,34.17,141.93,-0.59
1741962968.86,-0.038,-0.013,0.113,1.434,-0.195,0.315,-43.14,33.32,141.18,-0.59
1741962968.88,-0.071,-0.034,0.105,1.491,-0.291,0.428,-41.54,32.53,140.39,-0.59
1741962968.90,-0.048,-0.023,-0.027,1.478,-0.329,0.700,-39.73,31.83,139.87,-0.59
1741962968.92,-0.017,0.011,0.064,1.305,-0.102,0.811,-37.92,31.54,139.74,-0.59
1741962968.94,0.016,0.012,0.008,1.240,-0.308,0.849,-36.20,31.37,139.81,-0.59
1741962968.96,-0.009,-0.026,0.021,1.278,-0.210,0.747,-34.48,31.07,139.82,-0.59
1741962968.98,-0.038,-0.095,0.045,1.384,-0.161,0.673,-32.78,30.82,139.70,-0.59
1741962969.00,-0.001,-0.098,0.091,1.567,-0.327,0.612,-30.95,30.37,139.43,-0.59
1741962969.02,0.060,-0.022,0.063,1.646,-0.319,0.532,-29.01,29.82,138.97,-0.59
1741962969.04,0.073,0.035,-0.034,1.242,-0.436,0.739,-27.22,29.21,138.70,-0.59
1741962969.06,0.004,0.096,0.077,1.159,-0.165,0.958,-25.59,29.04,138.93,-0.59
1741962969.08,-0.174,0.000,0.146,1.494,-0.317,0.848,-23.77,28.88,139.09,-0.59
1741962969.10,-0.077,-0.147,0.137,1.726,-0.332,0.849,-21.68,28.44,139.01,-0.59
1741962969.12,0.065,-0.059,-0.017,1.634,-0.435,0.828,-19.49,28.02,138.88,-0.59
1741962969.14,0.127,-0.020,-0.109,1.435,-0.532,0.775,-17.54,27.40,138.85,-0.59
1741962969.16,0.019,0.043,0.006,1.484,-0.520,0.633,-15.70,26.83,138.79,-0.59
1741962969.18,-0.231,0.100,0.084,1.693,-0.605,0.530,-13.78,26.12,138.51,-0.59
1741962969.20,-0.372,0.131,0.062,1.826,-0.684,0.487,-11.72,25.28,138.11,-0.59
1741962969.22,-0.244,0.116,-0.119,1.886,-0.427,0.376,-9.57,24.52,137.62,-0.59
1741962969.24,0.071,0.008,-0.017,1.844,-0.381,0.331,-7.48,24.05,137.06,-0.59
1741962969.26,0.140,-0.174,0.139,2.050,-0.532,0.240,-5.32,23.41,136.48,-0.59
1741962969.28,-0.033,-0.187,0.159,1.988,-0.349,0.256,-3.05,22.87,135.78,-0.59
1741962969.30,-0.041,0.074,-0.033,1.849,-0.046,0.418,-0.92,22.58,135.32,-0.59
1741962969.32,0.013,0.251,-0.071,1.844,-0.050,0.412,1.24,22.62,134.93,-0.59
1741962969.34,0.365,-0.029,-0.053,1.793,-0.575,0.544,3.35,22.28,134.65,-0.59
1741962969.36,0.244,-0.179,0.059,1.748,-0.564,0.467,5.46,21.56,134.42,-0.59
1741962969.38,-0.241,-0.019,0.081,1.851,0.017,0.493,7.54,21.26,134.19,-0.59
1741962969.40,-0.298,0.173,0.009,1.596,0.107,0.572,9.60,21.38,134.06,-0.59
1741962969.42,0.078,-0.033,-0.297,1.644,0.097,0.315,11.53,21.59,133.85,-0.59
1741962969.44,0.232,-0.272,-0.218,1.522,-0.382,0.150,13.30,21.53,133.41,-0.59
1741962969.46,0.199,-0.192,-0.098,1.445,-0.480,0.174,14.95,21.09,132.93,-0.59
1741962969.48,-0.029,0.123,-0.111,1.217,-0.157,0.259,16.47,20.80,132.62,-0.59
1741962969.50,0.015,0.076,-0.216,0.983,0.240,0.211,17.76,20.92,132.43,-0.59
1741962969.52,0.280,-0.172,-0.376,0.744,0.118,0.128,18.74,21.23,132.24,-0.59
1741962969.54,0.307,-0.265,-0.299,0.442,-0.094,0.092,19.42,21.26,132.10,-0.59
1741962969.56,0.113,-0.167,-0.323,0.063,-0.002,0.011,19.72,21.18,132.05,-0.59
1741962969.58,-0.005,-0.177,-0.403,-0.273,0.234,-0.106,19.59,21.33,132.05,-0.59
1741962969.60,0.130,-0.145,-0.404,-0.648,0.366,-0.183,19.05,21.68,132.08,-0.59
1741962969.62,0.245,-0.194,-0.415,-0.973,0.316,-0.228,18.09,22.03,132.22,-0.59
1741962969.64,0.171,-0.173,-0.326,-1.270,0.287,-0.285,16.79,22.31,132.44,-0.59
1741962969.66,0.041,-0.102,-0.216,-1.486,0.375,-0.344,15.19,22.61,132.73,-0.59
1741962969.68,0.063,-0.097,-0.186,-1.662,0.397,-0.413,13.35,22.96,133.03,-0.59
1741962969.70,0.158,-0.125,-0.105,-1.809,0.385,-0.411,11.34,23.35,133.38,-0.59
1741962969.72,0.127,-0.072,-0.151,-1.944,0.289,-0.388,9.21,23.64,133.83,-0.59
1741962969.74,0.031,-0.031,-0.154,-2.019,0.338,-0.493,6.92,23.95,134.29,-0.59
1741962969.76,-0.002,-0.044,-0.068,-2.053,0.270,-0.508,4.56,24.26,134.71,-0.59
1741962969.78,0.021,-0.059,0.010,-2.082,0.248,-0.403,2.19,24.52,135.21,-0.59
1741962969.80,0.025,-0.075,-0.078,-2.044,0.167,-0.348,-0.12,24.73,135.83,-0.59
1741962969.82,-0.060,-0.073,0.010,-2.049,0.360,-0.557,-2.46,25.03,136.35,-0.59
1741962969.84,-0.078,-0.079,0.063,-1.989,0.346,-0.655,-4.86,25.47,136.69,-0.59
1741962969.86,-0.013,-0.079,0.018,-1.970,0.398,-0.589,-7.19,25.92,137.03,-0.59
1741962969.88,-0.025,-0.043,-0.004,-1.950,0.308,-0.632,-9.50,26.40,137.40,-0.59
1741962969.90,-0.106,-0.085,0.023,-1.882,0.369,-0.777,-11.82,26.81,137.68,-0.59
1741962969.92,-0.158,-0.135,0.075,-1.801,0.405,-0.874,-14.12,27.30,137.78,-0.59
1741962969.94,-0.034,-0.134,0.019,-1.852,0.338,-0.789,-16.41,27.74,137.90,-0.59
1741962969.96,0.095,-0.074,0.061,-1.814,0.348,-0.736,-18.69,28.22,138.14,-0.59
1741962969.98,0.057,-0.011,-0.012,-1.734,0.157,-0.854,-20.89,28.55,138.32,-0.59
1741962970.00,-0.038,-0.021,0.029,-1.660,0.163,-0.994,-23.10,28.74,138.32,-0.59
1741962970.02,-0.039,-0.083,0.001,-1.649,0.059,-0.962,-25.30,28.83,138.23,-0.59
1741962970.04,0.035,-0.124,0.070,-1.620,0.072,-0.887,-27.45,28.88,138.21,-0.59
1741962970.06,0.087,-0.113,0.072,-1.573,0.186,-0.911,-29.53,29.02,138.18,-0.59
1741962970.07,0.082,-0.110,0.025,-1.746,0.277,-0.921,-31.70,29.26,138.19,-0.59
1741962970.10,0.046,-0.120,0.010,-1.829,0.450,-0.844,-33.98,29.78,138.34,-0.59
1741962970.11,0.025,-0.099,0.019,-1.777,0.453,-0.801,-36.23,30.47,138.62,-0.64
1741962970.13,-0.005,-0.058,-0.021,-1.718,0.156,-0.856,-38.43,30.99,138.88,-0.64
1741962970.15,-0.014,-0.042,-0.020,-1.759,0.136,-0.927,-40.64,31.22,139.07,-0.64
1741962970.17,0.001,-0.049,0.089,-1.912,0.496,-0.913,-42.98,31.75,139.32,-0.64
1741962970.19,0.070,-0.102,0.101,-1.999,0.487,-0.759,-45.39,32.74,139.86,-0.64
1741962970.21,0.101,-0.115,0.050,-1.949,0.237,-0.603,-47.71,33.78,140.73,-0.64
1741962970.23,0.064,-0.046,0.043,-1.850,0.110,-0.613,-49.89,34.73,141.73,-0.64
1741962970.25,0.025,-0.012,0.016,-1.938,-0.059,-0.674,-52.06,35.52,142.72,-0.64
1741962970.27,-0.007,-0.039,0.051,-2.024,-0.116,-0.685,-54.36,36.36,143.91,-0.64
1741962970.29,-0.026,-0.076,0.029,-1.897,-0.176,-0.641,-56.63,37.28,145.21,-0.64
1741962970.31,-0.048,-0.094,-0.027,-1.869,-0.453,-0.550,-58.72,38.12,146.63,-0.64
1741962970.33,-0.044,-0.098,0.114,-1.988,-0.340,-0.545,-60.84,39.19,148.43,-0.64
1741962970.35,-0.048,-0.052,0.132,-1.815,-0.231,-0.634,-62.95,40.55,150.32,-0.64
1741962970.37,-0.063,-0.007,0.118,-1.658,-0.262,-0.742,-64.94,41.70,151.91,-0.64
1741962970.39,-0.062,-0.018,0.094,-1.777,-0.176,-0.716,-66.96,42.96,153.58,-0.64
1741962970.41,-0.048,-0.028,-0.031,-1.749,-0.077,-0.551,-68.93,45.03,155.97,-0.64
1741962970.43,-0.027,-0.004,0.000,-1.553,0.005,-0.413,-70.63,47.67,158.83,-0.64
1741962970.45,-0.035,0.001,0.050,-1.335,0.076,-0.336,-72.02,50.61,161.89,-0.64
1741962970.47,-0.080,-0.051,-0.005,-1.133,0.148,-0.374,-73.21,53.50,164.78,-0.64
1741962970.49,-0.120,-0.136,-0.006,-0.935,0.251,-0.313,-74.22,56.19,167.36,-0.64
1741962970.51,-0.141,-0.135,-0.043,-0.730,0.460,-0.182,-74.98,59.01,169.85,-0.64
1741962970.53,-0.164,-0.078,-0.130,-0.483,0.540,-0.140,-75.47,61.52,171.86,-0.64
1741962970.55,-0.115,0.004,-0.054,-0.282,0.555,-0.110,-75.80,63.41,173.14,-0.64
1741962970.57,-0.076,0.081,0.025,-0.090,0.271,-0.070,-75.99,64.46,173.71,-0.64
1741962970.59,-0.068,0.102,0.085,0.006,0.138,-0.019,-76.05,64.70,173.76,-0.64
1741962970.61,-0.066,0.079,0.135,0.057,0.383,0.016,-76.03,64.88,173.66,-0.64
1741962970.63,-0.085,0.034,0.129,0.169,0.606,0.050,-75.95,65.04,173.23,-0.64
1741962970.65,-0.069,0.032,0.129,0.261,0.758,0.142,-75.75,65.11,172.50,-0.64
1741962970.67,-0.087,0.071,0.133,0.316,0.837,0.247,-75.41,65.21,171.65,-0.64
1741962970.69,-0.156,0.056,0.132,0.399,1.081,0.232,-74.97,65.37,170.71,-0.64
1741962970.71,-0.175,0.059,0.182,0.581,1.383,0.029,-74.60,65.22,169.09,-0.64
1741962970.73,-0.123,0.127,0.196,0.776,1.503,-0.347,-74.42,63.98,166.03,-0.64
