Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw,Altitude
1741962949.54,0.121,-0.020,-0.369,-1.783,0.364,-0.218,20.20,22.03,128.48,-0.25
1741962949.56,0.037,0.014,-0.266,-1.831,0.297,-0.305,18.17,22.21,129.02,-0.25
1741962949.58,-0.080,0.013,-0.112,-1.919,0.417,-0.462,16.03,22.48,129.44,-0.25
1741962949.60,-0.058,-0.026,-0.042,-1.922,0.361,-0.513,13.77,22.84,129.79,-0.25
1741962949.62,-0.002,-0.062,-0.154,-1.912,0.148,-0.510,11.53,23.08,130.11,-0.25
1741962949.64,0.018,0.016,-0.166,-1.908,0.133,-0.594,9.27,23.18,130.40,-0.25
1741962949.66,-0.011,0.023,-0.011,-1.919,-0.008,-0.633,7.00,23.23,130.61,-0.25
1741962949.68,0.035,-0.061,0.003,-2.053,0.097,-0.538,4.64,23.24,130.87,-0.25
1741962949.70,0.097,-0.122,-0.059,-2.086,0.018,-0.357,2.27,23.31,131.35,-0.25
1741962949.72,0.019,-0.061,-0.055,-2.025,-0.123,-0.431,-0.05,23.22,131.89,-0.25
1741962949.74,-0.111,-0.031,0.045,-2.005,0.090,-0.601,-2.40,23.19,132.25,-0.25
1741962949.76,-0.072,-0.091,0.046,-2.025,-0.004,-0.542,-4.77,23.28,132.54,-0.25
1741962949.78,0.020,-0.120,-0.002,-1.941,-0.032,-0.454,-7.10,23.29,132.93,-0.25
1741962949.80,-0.042,-0.126,-0.037,-1.846,0.107,-0.608,-9.30,23.36,133.24,-0.25
1741962949.82,-0.185,-0.105,0.071,-1.961,0.339,-0.834,-11.64,23.60,133.36,-0.25
1741962949.84,-0.168,-0.152,-0.035,-1.916,0.359,-0.853,-14.04,24.05,133.33,-0.25
1741962949.86,0.086,-0.136,0.078,-2.052,0.395,-0.665,-16.48,24.51,133.47,-0.25
1741962949.88,0.175,-0.140,-0.009,-1.807,0.017,-0.473,-18.77,24.89,133.85,-0.25
1741962949.90,0.089,-0.081,0.068,-1.710,-0.081,-0.683,-20.82,24.89,134.13,-0.25
1741962949.92,-0.003,-0.082,-0.018,-1.901,-0.087,-0.851,-23.07,24.82,134.16,-0.25
1741962949.94,0.040,-0.106,-0.029,-2.096,0.218,-0.659,-25.51,24.94,134.35,-0.25
1741962949.96,0.024,-0.094,0.020,-2.107,0.311,-0.624,-28.01,25.49,134.79,-0.25
1741962949.98,-0.019,-0.057,0.029,-1.927,0.141,-0.804,-30.43,25.91,135.11,-0.25
1741962950.00,0.021,-0.021,0.058,-1.908,-0.076,-0.904,-32.82,25.99,135.18,-0.25
1741962950.02,0.103,-0.077,0.011,-1.895,-0.180,-0.729,-35.20,25.88,135.29,-0.25
1741962950.04,0.089,-0.135,-0.100,-1.872,-0.362,-0.571,-37.44,25.81,135.66,-0.25
1741962950.06,-0.020,-0.130,0.074,-1.910,-0.380,-0.710,-39.69,25.60,136.03,-0.25
1741962950.08,-0.121,-0.075,0.160,-1.931,-0.353,-0.915,-42.08,25.27,136.16,-0.25
1741962950.10,-0.047,-0.034,0.052,-1.923,-0.323,-0.787,-44.50,24.87,136.17,-0.25
1741962950.12,0.123,-0.047,0.073,-1.979,-0.147,-0.396,-46.81,24.95,136.64,-0.25
1741962950.14,0.174,-0.103,-0.053,-1.926,-0.303,-0.172,-48.96,25.48,137.67,-0.25
1741962950.16,0.075,-0.109,0.013,-1.794,-0.362,-0.323,-50.98,25.90,138.75,-0.25
1741962950.18,-0.072,-0.068,0.136,-1.913,-0.378,-0.617,-53.10,26.05,139.45,-0.25
1741962950.20,-0.138,-0.060,0.053,-1.889,-0.628,-0.711,-55.43,25.84,139.89,-0.25
1741962950.22,-0.083,-0.054,-0.033,-1.786,-0.874,-0.491,-57.61,25.35,140.36,-0.25
1741962950.24,0.026,-0.045,0.095,-1.884,-0.758,-0.140,-59.66,25.32,141.45,-0.25
1741962950.26,0.079,-0.006,0.120,-1.961,-0.539,0.078,-61.65,26.26,143.38,-0.25
1741962950.28,0.082,-0.002,0.047,-1.940,-0.282,0.001,-63.61,27.89,145.73,-0.25
1741962950.30,0.054,-0.039,0.018,-1.864,-0.192,-0.264,-65.58,29.57,147.86,-0.25
1741962950.32,0.011,-0.066,0.030,-1.880,-0.381,-0.488,-67.64,30.84,149.59,-0.25
1741962950.34,0.018,-0.043,0.083,-1.913,-0.415,-0.456,-69.79,32.04,151.38,-0.25
1741962950.36,-0.007,-0.008,0.082,-1.790,-0.452,-0.262,-71.80,33.89,153.86,-0.25
1741962950.38,-0.073,-0.017,0.034,-1.612,-0.529,-0.137,-73.50,36.31,156.99,-0.25
1741962950.40,-0.111,-0.065,-0.058,-1.657,-0.526,-0.160,-75.06,39.26,160.70,-0.25
1741962950.42,-0.077,-0.123,-0.028,-1.681,-0.221,-0.264,-76.68,43.16,165.18,-0.25
1741962950.44,-0.003,-0.163,0.053,-1.480,-0.044,-0.267,-78.18,47.83,170.07,-0.25
1741962950.46,0.035,-0.131,0.052,-1.253,-0.318,-0.095,-79.34,52.99,175.53,-0.25
1741962950.48,0.019,-0.047,0.031,-1.195,-0.308,0.094,-80.10,58.89,-178.08,-0.25
1741962950.50,-0.045,-0.005,0.000,-1.330,-0.155,0.100,-80.65,66.49,-170.08,-0.25
1741962950.52,-0.101,0.013,-0.023,-1.511,0.168,-0.053,-81.14,76.15,-160.30,-0.25
1741962950.54,-0.077,0.030,-0.009,-1.485,0.443,-0.191,-81.54,87.73,-148.97,-0.25
1741962950.56,-0.052,0.035,-0.000,-1.168,0.511,-0.174,-81.67,98.75,-138.39,-0.25
1741962950.58,-0.053,0.007,-0.057,-0.889,0.405,-0.095,-81.56,107.17,-130.42,-0.25
1741962950.60,-0.066,-0.038,-0.099,-0.769,0.315,-0.061,-81.31,113.63,-124.30,-0.25
1741962950.62,-0.019,-0.008,-0.060,-0.690,0.326,-0.032,-80.99,118.95,-119.27,-0.25
1741962950.64,0.031,0.004,0.034,-0.554,0.505,0.088,-80.60,123.12,-115.52,-0.25
1741962950.66,0.012,-0.050,0.071,-0.368,0.747,0.197,-80.17,125.89,-113.43,-0.25
1741962950.68,-0.018,-0.045,0.071,-0.081,0.803,0.277,-79.80,127.06,-113.16,-0.25
1741962950.70,-0.048,0.009,0.096,0.105,0.791,0.325,-79.54,126.68,-114.47,-0.25
1741962950.72,-0.092,0.043,0.108,0.094,0.861,0.304,-79.31,125.90,-116.21,-0.25
1741962950.74,-0.123,0.060,0.092,0.008,0.865,0.195,-79.12,125.77,-117.36,-0.25
1741962950.76,-0.131,0.066,0.062,-0.087,0.590,0.044,-78.98,126.40,-117.60,-0.25
1741962950.78,-0.108,0.040,0.032,-0.179,0.098,-0.105,-78.92,127.55,-116.83,-0.25
1741962950.80,-0.044,0.007,0.026,-0.223,-0.282,-0.144,-78.89,128.85,-115.38,-0.25
1741962950.82,0.017,-0.017,0.021,-0.190,-0.382,-0.111,-78.85,129.88,-113.92,-0.25
1741962950.84,0.055,-0.013,0.017,-0.112,-0.253,-0.050,-78.81,130.46,-112.94,-0.25
1741962950.86,0.042,0.009,-0.001,-0.074,-0.027,0.020,-78.75,130.76,-112.48,-0.25
1741962950.88,-0.014,0.016,-0.013,-0.011,0.046,0.042,-78.69,130.83,-112.40,-0.25
1741962950.90,-0.055,0.009,-0.014,0.039,-0.005,0.030,-78.67,130.66,-112.55,-0.25
1741962950.92,-0.081,0.006,-0.005,0.055,-0.043,0.000,-78.69,130.34,-112.77,-0.25
1741962950.94,-0.084,-0.006,0.007,0.069,-0.047,-0.048,-78.75,130.10,-112.90,-0.25
1741962950.96,-0.053,-0.012,0.019,0.121,-0.072,-0.071,-78.87,129.84,-113.05,-0.25
1741962950.98,-0.013,0.003,0.037,0.148,-0.060,-0.071,-79.04,129.42,-113.34,-0.25
1741962951.00,0.004,0.005,0.050,0.082,0.011,-0.041,-79.19,129.07,-113.61,-0.25
1741962951.02,0.005,-0.016,0.044,-0.001,0.086,-0.026,-79.25,129.14,-113.55,-0.25
1741962951.04,0.021,-0.009,0.023,-0.019,0.064,-0.019,-79.27,129.44,-113.30,-0.25
1741962951.06,0.040,0.016,-0.003,-0.074,0.055,-0.008,-79.25,129.76,-112.98,-0.25
1741962951.08,0.031,-0.005,-0.037,-0.097,0.040,-0.005,-79.18,130.34,-112.42,-0.25
1741962951.10,-0.004,-0.014,-0.047,-0.002,-0.034,0.019,-79.13,130.55,-112.16,-0.25
1741962951.12,-0.028,0.004,-0.035,0.028,-0.034,-0.016,-79.14,130.41,-112.22,-0.25
1741962951.14,-0.006,0.011,-0.034,-0.003,-0.015,-0.015,-79.15,130.37,-112.19,-0.25
1741962951.16,0.015,0.010,-0.027,0.027,0.040,-0.028,-79.17,130.38,-112.14,-0.25
1741962951.18,0.026,-0.016,-0.012,0.062,0.050,-0.019,-79.24,130.23,-112.32,-0.25
1741962951.20,0.048,-0.016,-0.008,0.021,0.036,0.014,-79.30,130.04,-112.52,-0.25
1741962951.22,0.048,0.008,-0.033,-0.063,-0.051,0.031,-79.27,130.00,-112.53,-0.25
1741962951.24,0.028,0.016,-0.047,-0.065,-0.144,0.030,-79.19,130.04,-112.33,-0.25
1741962951.26,0.008,0.006,-0.025,-0.005,-0.116,0.028,-79.14,129.87,-112.29,-0.25
1741962951.28,-0.012,-0.010,0.007,0.037,-0.044,0.051,-79.10,129.45,-112.58,-0.25
1741962951.30,-0.038,0.003,0.034,0.003,0.034,0.053,-79.06,128.96,-113.01,-0.25
1741962951.32,-0.050,0.009,0.010,-0.079,0.072,0.031,-78.99,128.99,-113.01,-0.25
1741962951.34,-0.033,0.007,-0.022,0.005,0.035,0.012,-78.94,129.19,-112.83,-0.25
1741962951.36,-0.029,0.008,-0.003,0.172,-0.010,0.019,-78.99,128.74,-113.27,-0.25
1741962951.38,-0.032,-0.001,0.045,0.209,0.026,0.034,-79.11,127.77,-114.22,-0.25
1741962951.40,-0.033,-0.011,0.074,0.172,0.063,0.038,-79.22,126.87,-115.16,-0.25
1741962951.41,-0.036,-0.024,0.083,0.149,0.031,0.034,-79.30,126.06,-116.02,-0.25
1741962951.43,-0.035,-0.012,0.085,0.180,-0.067,0.041,-79.39,125.16,-116.89,-0.25
1741962951.45,-0.033,0.019,0.090,0.216,-0.132,0.072,-79.46,123.89,-118.04,-0.25
1741962951.47,-0.047,0.027,0.095,0.228,-0.129,0.067,-79.53,122.43,-119.35,-0.25
1741962951.49,-0.065,0.003,0.094,0.250,-0.126,0.074,-79.61,120.96,-120.68,-0.25
1741962951.51,-0.085,-0.007,0.094,0.284,-0.111,0.111,-79.66,119.43,-122.10,-0.25
1741962951.53,-0.100,0.003,0.093,0.322,-0.115,0.127,-79.70,117.61,-123.81,-0.25
1741962951.55,-0.113,0.013,0.086,0.357,-0.169,0.088,-79.76,115.36,-125.93,-0.25
1741962951.57,-0.117,0.008,0.074,0.391,-0.297,0.023,-79.88,112.79,-128.27,-0.25
1741962951.59,-0.116,-0.001,0.063,0.405,-0.469,-0.040,-80.06,109.98,-130.66,-0.25
1741962951.61,-0.100,-0.012,0.042,0.408,-0.683,-0.073,-80.27,106.92,-133.11,-0.25
1741962951.63,-0.057,0.005,-0.056,0.416,-1.109,-0.105,-80.49,103.43,-135.62,-0.25
1741962951.65,0.010,-0.011,-0.131,0.585,-1.421,-0.120,-80.72,98.83,-138.77,-0.25
1741962951.67,0.034,-0.034,-0.110,0.910,-1.237,-0.153,-80.95,92.16,-143.95,-0.25
1741962951.69,0.035,-0.047,-0.067,1.352,-0.707,-0.203,-81.10,82.81,-152.25,-0.25
1741962951.71,0.027,-0.086,0.018,1.791,-0.022,-0.137,-80.90,71.05,-163.69,-0.25
1741962951.73,0.024,-0.060,0.043,2.178,0.612,0.058,-79.97,58.98,-176.28,-0.25
1741962951.75,-0.022,0.009,0.023,2.296,0.722,0.290,-78.29,49.46,173.24,-0.25
1741962951.77,-0.070,-0.013,0.088,2.047,1.057,0.362,-76.27,43.52,166.23,-0.25
1741962951.79,-0.156,-0.060,0.152,1.709,1.519,0.213,-74.47,40.60,161.63,-0.25
1741962951.81,-0.149,-0.035,-0.038,1.876,1.210,0.114,-72.81,38.28,157.55,-0.25
1741962951.83,-0.104,0.065,-0.028,1.688,0.686,0.072,-71.04,35.76,153.74,-0.25
1741962951.85,-0.039,0.098,0.047,1.208,0.021,-0.034,-69.71,33.59,151.03,-0.25
1741962951.87,0.040,0.034,-0.087,1.454,0.119,0.002,-68.48,31.48,148.74,-0.25
1741962951.89,0.151,-0.052,0.034,1.576,0.546,0.011,-66.95,29.66,146.36,-0.25
1741962951.91,0.210,-0.154,0.065,1.495,0.690,0.233,-65.36,28.76,144.43,-0.25
1741962951.93,0.107,-0.159,-0.156,1.331,-0.472,0.502,-63.75,28.10,143.54,-0.25
1741962951.95,-0.054,-0.132,-0.029,1.392,0.024,0.485,-62.10,27.26,143.08,-0.25
1741962951.97,-0.078,-0.105,0.159,1.238,1.088,0.376,-60.54,27.48,142.48,-0.25
1741962951.99,0.009,-0.033,0.107,1.400,1.156,0.488,-59.02,28.40,141.95,-0.25
1741962952.01,0.024,0.104,0.069,1.511,0.493,0.524,-57.25,28.93,141.35,-0.25
1741962952.03,0.059,0.079,0.019,1.509,0.084,0.620,-55.41,28.77,140.82,-0.25
1741962952.05,0.116,-0.017,-0.032,1.425,0.065,0.729,-53.60,28.67,140.61,-0.25
1741962952.07,0.115,-0.061,0.019,1.569,0.222,0.609,-51.71,28.66,140.34,-0.25
1741962952.09,0.062,-0.057,0.165,1.569,0.099,0.463,-49.85,28.49,139.77,-0.25
1741962952.11,-0.012,-0.088,-0.002,1.585,-0.453,0.571,-47.99,27.86,139.18,-0.25
1741962952.13,0.106,-0.061,-0.040,1.380,-0.656,0.841,-46.09,27.12,139.05,-0.25
1741962952.15,0.094,-0.006,0.064,1.271,-0.329,0.726,-44.34,26.74,139.23,-0.25
1741962952.17,-0.038,-0.002,0.067,1.589,-0.136,0.469,-42.61,26.31,139.04,-0.25
1741962952.19,-0.095,-0.029,-0.078,1.836,0.023,0.462,-40.58,25.91,138.44,-0.25
1741962952.21,-0.052,-0.074,0.007,1.387,0.105,0.617,-38.63,25.74,138.07,-0.25
1741962952.23,0.028,-0.085,0.062,1.377,-0.114,0.692,-36.93,25.82,138.07,-0.25
1741962952.25,0.028,-0.043,0.063,1.619,-0.343,0.601,-35.06,25.47,137.95,-0.25
1741962952.27,-0.069,0.025,-0.023,1.759,-0.432,0.460,-33.05,24.82,137.58,-0.25
1741962952.29,-0.170,-0.006,-0.122,1.766,-0.167,0.346,-31.00,24.19,137.04,-0.25
1741962952.31,-0.121,-0.052,0.056,1.500,0.164,0.331,-29.15,23.98,136.54,-0.25
1741962952.33,-0.033,-0.015,0.136,1.594,0.072,0.405,-27.39,23.97,136.14,-0.25
1741962952.35,0.082,0.048,0.179,1.837,-0.434,0.525,-25.38,23.64,135.75,-0.25
1741962952.37,0.173,0.083,-0.081,1.949,-0.712,0.530,-23.13,22.79,135.39,-0.25
1741962952.39,-0.041,0.042,-0.143,1.613,-0.046,0.298,-21.03,22.16,134.94,-0.25
1741962952.41,-0.237,0.036,0.119,1.504,0.103,0.267,-19.32,22.13,134.49,-0.25
1741962952.43,-0.155,-0.008,0.186,1.811,-0.175,0.326,-17.45,21.98,134.02,-0.25
1741962952.45,0.077,-0.089,0.078,2.198,-0.501,0.282,-15.19,21.44,133.44,-0.25
1741962952.47,0.121,-0.197,-0.135,2.266,-0.879,0.050,-12.68,20.46,132.60,-0.25
1741962952.49,-0.127,-0.185,-0.026,1.838,-0.158,0.016,-10.48,19.62,131.73,-0.25
1741962952.51,-0.318,0.036,0.005,1.587,0.284,0.134,-8.63,19.66,131.12,-0.25
1741962952.53,0.052,0.040,0.105,1.729,0.228,0.208,-6.81,19.95,130.63,-0.25
1741962952.55,0.419,-0.027,0.138,2.045,-0.578,0.351,-4.67,19.71,130.22,-0.25
1741962952.57,0.225,-0.225,0.129,1.919,-0.633,0.448,-2.33,18.88,129.85,-0.25
1741962952.59,-0.134,-0.219,-0.078,1.651,0.164,0.660,-0.22,18.61,129.84,-0.25
1741962952.61,-0.177,0.199,-0.046,1.588,0.427,0.656,1.75,18.99,129.96,-0.25
1741962952.63,0.039,0.383,0.010,1.663,-0.040,0.653,3.75,19.26,130.07,-0.25
1741962952.65,0.250,-0.062,-0.059,1.816,-0.386,0.591,5.90,19.03,130.09,-0.25
1741962952.67,0.030,-0.295,-0.096,1.725,-0.517,0.494,7.99,18.45,130.00,-0.25
1741962952.69,-0.255,-0.127,-0.087,1.610,-0.062,0.519,9.98,18.09,129.97,-0.25
1741962952.71,-0.070,0.104,0.011,1.533,0.249,0.480,11.87,18.27,129.94,-0.25
1741962952.73,0.007,0.260,-0.033,1.609,0.147,0.413,13.75,18.54,129.87,-0.25
1741962952.75,0.123,0.090,-0.213,1.597,-0.182,0.330,15.61,18.56,129.68,-0.25
1741962952.77,0.241,-0.226,-0.159,1.430,-0.396,0.322,17.37,18.26,129.46,-0.25
1741962952.79,0.106,-0.184,-0.155,1.225,-0.240,0.403,18.95,17.90,129.38,-0.25
1741962952.81,-0.076,0.045,-0.240,1.095,0.039,0.394,20.34,17.78,129.44,-0.25
1741962952.83,-0.029,0.027,-0.217,0.939,0.199,0.159,21.56,17.94,129.38,-0.25
1741962952.85,0.206,-0.202,-0.370,0.586,0.042,-0.008,22.43,18.22,129.16,-0.25
1741962952.87,0.255,-0.338,-0.402,0.208,-0.201,0.007,22.87,18.15,128.98,-0.25
1741962952.89,0.098,-0.230,-0.438,-0.227,-0.125,0.016,22.87,17.92,129.02,-0.25
1741962952.91,-0.056,-0.212,-0.313,-0.628,0.284,-0.106,22.39,17.98,129.13,-0.25
1741962952.93,0.021,-0.171,-0.313,-0.974,0.490,-0.240,21.45,18.40,129.24,-0.25
1741962952.95,0.164,-0.126,-0.372,-1.225,0.409,-0.316,20.14,18.90,129.35,-0.25
1741962952.97,0.155,-0.108,-0.256,-1.481,0.360,-0.339,18.57,19.26,129.50,-0.25
1741962952.99,0.047,-0.063,-0.242,-1.657,0.417,-0.359,16.73,19.64,129.75,-0.25
1741962953.01,-0.043,-0.065,-0.165,-1.763,0.510,-0.441,14.74,20.12,129.99,-0.25
1741962953.03,0.040,-0.020,-0.122,-1.812,0.460,-0.497,12.64,20.62,130.20,-0.25
1741962953.05,0.059,-0.009,-0.086,-1.896,0.310,-0.485,10.44,21.01,130.43,-0.25
1741962953.07,0.021,0.012,-0.123,-1.930,0.309,-0.458,8.22,21.33,130.73,-0.25
1741962953.09,-0.049,-0.004,-0.062,-1.883,0.276,-0.537,5.98,21.62,131.01,-0.25
1741962953.11,-0.030,-0.081,0.007,-1.938,0.148,-0.568,3.71,21.81,131.22,-0.25
1741962953.13,0.058,-0.075,-0.012,-1.912,0.188,-0.444,1.46,22.00,131.49,-0.25
1741962953.15,0.017,-0.001,-0.010,-1.897,0.252,-0.403,-0.74,22.26,131.89,-0.25
1741962953.17,-0.042,-0.032,0.026,-1.924,0.162,-0.516,-2.95,22.50,132.23,-0.25
1741962953.19,-0.004,-0.141,0.039,-2.028,0.230,-0.460,-5.26,22.75,132.57,-0.25
1741962953.21,0.103,-0.161,0.014,-1.944,0.111,-0.334,-7.54,23.01,133.05,-0.25
1741962953.23,0.064,-0.099,0.116,-1.767,-0.126,-0.393,-9.64,23.10,133.53,-0.25
1741962953.25,-0.089,-0.103,0.046,-1.532,-0.507,-0.533,-11.59,22.78,133.78,-0.25
1741962953.27,-0.246,-0.120,-0.045,-1.437,-0.121,-0.606,-13.38,22.33,133.81,-0.25
1741962953.29,-0.160,-0.132,-0.036,-1.572,0.382,-0.559,-15.22,22.55,133.85,-0.25
1741962953.31,-0.071,-0.138,0.029,-1.621,0.296,-0.555,-17.15,23.02,133.98,-0.25
1741962953.33,-0.028,-0.128,0.053,-1.671,0.116,-0.571,-19.13,23.27,134.14,-0.25
1741962953.35,0.008,-0.101,0.046,-1.661,0.292,-0.616,-21.16,23.54,134.27,-0.25
1741962953.37,0.110,-0.090,-0.073,-1.748,0.381,-0.538,-23.19,24.01,134.46,-0.25
1741962953.39,0.157,-0.062,-0.039,-1.934,0.344,-0.507,-25.35,24.59,134.83,-0.25
1741962953.41,0.116,-0.050,0.122,-1.940,0.230,-0.553,-27.63,25.11,135.27,-0.25
1741962953.43,0.058,-0.036,0.048,-1.825,0.010,-0.569,-29.85,25.44,135.64,-0.25
1741962953.45,0.041,-0.024,-0.029,-1.814,0.115,-0.519,-31.97,25.65,136.02,-0.25
1741962953.47,0.049,-0.041,0.024,-2.023,0.296,-0.514,-34.19,26.21,136.53,-0.25
1741962953.49,0.058,-0.071,0.021,-2.099,0.077,-0.488,-36.58,26.83,137.19,-0.25
1741962953.51,0.042,-0.078,-0.047,-1.881,-0.234,-0.403,-38.84,27.20,137.95,-0.25
1741962953.53,-0.075,-0.017,0.047,-1.772,-0.316,-0.548,-40.92,27.27,138.56,-0.25
1741962953.55,-0.074,-0.064,-0.024,-1.819,-0.439,-0.585,-43.05,27.15,139.01,-0.25
1741962953.57,0.055,-0.142,-0.069,-1.873,-0.349,-0.403,-45.18,27.11,139.65,-0.25
1741962953.59,0.133,-0.166,0.006,-1.956,-0.312,-0.330,-47.32,27.44,140.59,-0.25
1741962953.61,0.106,-0.122,0.130,-1.934,-0.481,-0.383,-49.47,27.75,141.60,-0.25
1741962953.63,0.065,-0.049,0.018,-1.901,-0.637,-0.447,-51.63,27.84,142.55,-0.25
1741962953.65,0.056,-0.031,0.001,-1.937,-0.671,-0.415,-53.81,27.83,143.50,-0.25
1741962953.67,0.045,-0.053,0.068,-2.004,-0.633,-0.249,-55.97,28.10,144.73,-0.25
1741962953.69,0.009,-0.046,0.159,-2.090,-0.656,-0.041,-58.11,28.87,146.52,-0.25
1741962953.71,-0.008,-0.003,0.117,-2.093,-0.694,0.072,-60.19,30.14,148.89,-0.25
1741962953.73,-0.060,0.020,-0.029,-1.905,-0.753,-0.001,-62.12,31.53,151.41,-0.25
1741962953.75,-0.073,-0.012,0.030,-1.884,-0.630,-0.189,-63.99,32.80,153.75,-0.25
1741962953.77,-0.076,-0.046,0.083,-1.939,-0.413,-0.411,-66.01,34.16,155.92,-0.25
1741962953.79,-0.039,-0.042,0.052,-1.793,-0.342,-0.469,-68.08,35.66,157.97,-0.25
1741962953.81,-0.031,-0.013,0.067,-1.586,-0.492,-0.317,-69.89,37.16,160.10,-0.25
1741962953.83,-0.073,-0.011,0.111,-1.581,-0.282,-0.167,-71.47,39.26,162.83,-0.25
1741962953.85,-0.122,-0.055,-0.032,-1.643,-0.115,-0.123,-72.96,42.39,166.34,-0.25
1741962953.87,-0.083,-0.108,0.010,-1.714,-0.058,-0.143,-74.44,46.58,170.81,-0.25
1741962953.89,0.013,-0.102,0.040,-1.561,0.144,-0.177,-75.82,51.52,175.87,-0.25
1741962953.91,0.081,-0.053,0.135,-1.437,0.266,-0.147,-76.97,57.00,-178.74,-0.25
1741962953.93,0.068,-0.015,0.148,-1.286,0.310,-0.101,-77.87,63.07,-172.85,-0.25
1741962953.95,-0.007,-0.010,0.105,-1.268,0.295,-0.058,-78.54,69.55,-166.60,-0.25
1741962953.97,-0.065,-0.015,0.029,-1.314,0.314,-0.029,-79.00,76.96,-159.38,-0.25
1741962953.99,-0.112,-0.017,-0.057,-1.244,0.429,-0.051,-79.28,84.94,-151.69,-0.25
1741962954.01,-0.119,-0.031,-0.068,-1.098,0.607,-0.044,-79.37,92.61,-144.47,-0.25
1741962954.03,-0.113,-0.022,-0.079,-0.958,0.866,-0.030,-79.28,99.67,-138.15,-0.28
1741962954.05,-0.083,-0.013,-0.126,-0.775,0.909,-0.050,-79.10,105.83,-132.92,-0.28
1741962954.07,-0.023,-0.007,-0.132,-0.500,0.742,-0.081,-78.95,110.49,-129.15,-0.28
1741962954.09,0.045,0.011,-0.116,-0.212,0.317,-0.065,-78.88,113.20,-127.03,-0.28
1741962954.11,0.089,0.033,-0.060,-0.096,0.031,-0.002,-78.86,114.16,-126.22,-0.28
1741962954.13,0.098,0.062,-0.010,-0.129,0.119,0.113,-78.75,114.69,-125.74,-0.28
1741962954.15,0.036,0.044,0.033,-0.041,0.295,0.242,-78.52,114.99,-125.68,-0.28
1741962954.17,-0.059,0.021,0.065,0.126,0.469,0.224,-78.28,114.65,-126.47,-0.28
1741962954.19,-0.101,-0.012,0.103,0.262,0.623,0.083,-78.22,113.94,-127.85,-0.28
1741962954.21,-0.116,-0.070,0.130,0.322,0.661,-0.014,-78.32,113.09,-129.47,-0.28
1741962954.23,-0.108,-0.087,0.141,0.235,0.535,-0.056,-78.49,112.38,-130.90,-0.28
1741962954.25,-0.053,0.021,0.134,0.011,0.204,-0.030,-78.60,112.24,-131.45,-0.28
1741962954.27,-0.002,0.081,0.109,-0.262,-0.091,-0.026,-78.57,112.97,-130.73,-0.28
1741962954.29,0.031,0.025,0.054,-0.516,-0.220,-0.134,-78.46,115.01,-128.43,-0.28
1741962954.31,0.076,-0.064,-0.005,-0.557,-0.338,-0.081,-78.31,117.76,-125.25,-0.28
1741962954.33,0.088,-0.022,-0.062,-0.390,-0.391,0.075,-78.04,119.67,-122.83,-0.28
1741962954.35,0.003,0.041,-0.127,-0.163,-0.369,0.129,-77.77,120.21,-121.79,-0.28
1741962954.37,-0.088,0.031,-0.093,0.112,-0.223,0.047,-77.66,119.74,-121.88,-0.28
1741962954.39,-0.094,0.009,0.009,0.294,0.081,0.024,-77.76,118.58,-122.94,-0.28
1741962954.41,-0.069,0.031,0.055,0.225,0.285,0.012,-77.88,117.45,-124.28,-0.28
1741962954.43,-0.053,0.022,0.023,0.028,0.207,-0.033,-77.96,117.21,-124.80,-0.28
1741962954.44,-0.027,-0.008,-0.012,-0.005,-0.059,-0.085,-78.02,117.44,-124.61,-0.28
1741962954.47,0.023,0.005,-0.015,-0.030,-0.109,-0.090,-78.11,117.62,-124.28,-0.28
1741962954.49,0.051,0.006,-0.036,-0.012,-0.048,-0.042,-78.16,117.86,-123.90,-0.28
1741962954.50,0.029,-0.013,-0.020,0.094,0.036,0.025,-78.19,117.69,-124.03,-0.28
1741962954.52,-0.019,0.009,0.015,0.114,0.094,0.041,-78.22,117.12,-124.66,-0.28
1741962954.54,-0.063,0.018,0.035,0.025,0.149,0.011,-78.23,116.82,-125.07,-0.28
1741962954.57,-0.074,-0.009,0.028,-0.031,0.194,-0.026,-78.23,117.07,-124.99,-0.28
1741962954.58,-0.039,-0.004,-0.002,0.006,0.178,-0.036,-78.25,117.41,-124.84,-0.28
1741962954.60,-0.012,0.026,-0.029,0.016,0.167,-0.037,-78.29,117.63,-124.80,-0.28
1741962954.62,-0.017,0.015,-0.042,0.032,0.165,-0.059,-78.35,117.89,-124.69,-0.28
1741962954.64,-0.004,-0.023,0.004,0.161,0.186,-0.065,-78.48,117.86,-124.91,-0.28
1741962954.66,0.025,-0.022,0.050,0.166,0.215,-0.029,-78.64,117.36,-125.63,-0.28
1741962954.68,0.031,0.002,0.045,-0.028,0.176,0.012,-78.68,117.23,-125.98,-0.28
1741962954.70,0.001,-0.007,-0.001,-0.098,-0.005,0.018,-78.63,117.69,-125.59,-0.28
1741962954.72,-0.023,-0.003,-0.006,0.048,-0.122,0.006,-78.60,117.71,-125.46,-0.28
1741962954.74,-0.037,0.022,0.026,0.136,-0.024,0.037,-78.63,117.13,-125.94,-0.28
1741962954.76,-0.062,0.036,0.048,0.179,0.127,0.085,-78.63,116.25,-126.89,-0.28
1741962954.78,-0.100,0.031,0.017,0.196,0.163,0.071,-78.63,115.28,-128.05,-0.28
1741962954.80,-0.106,0.022,-0.001,0.271,0.071,0.008,-78.70,114.18,-129.30,-0.28
